join_key,state,fdid,inc_date,inc_no,exp_no,loc_type,num_mile,street_pre,streetname,streettype,streetsuf,apt_no,city,state_id,zip5,zip4,x_street,year
VA54000063020153500556000,VA,54000,06302015,3500556,000,1,80,,MONROE HILL,RD,,,Charlottesville,VA,22902,,80 MONROE HILL RD UVA,2015
MI08206012420160000105000,MI,08206,01242016,0000105,000,1,7452,,AMBOY,,,,DEARBORN HEIGHTS,MI,48127,,,2016
KY76385080720150000871000,KY,76385,08072015,0000871,000,1,,E,IRVINE,,,,RICHMOND,KY,40475,,,2015
OR00485112520160026114000,OR,00485,11252016,0026114,000,1,3756,,WILD ROSE,LOOP,,,WEST LINN,OR,97068,,,2016
NY24001022020160203551000,NY,24001,02202016,0203551,000,1,11345,,212 ST,,,,New York City,NY,11429,,,2016
TXDH807121420144263091000,TX,DH807,12142014,4263091,000,1,5900,,PRESTON RD ROYAL,LN,,,DALLAS,TX,75230,,,2014
ILCN161010820140000298000,IL,CN161,01082014,0000298,000,1,7424,,I90 NORTHWEST EASTBOUND T,,,,Des Plaines,IL,60018,,,2014
MD13006092620161625915000,MD,13006,09262016,1625915,000,1,531,,MAIN,ST,,,Laurel,MD,20708,,,2016
MD12014041720160091208000,MD,12014,04172016,0091208,000,1,3316,,CHARLES ST,,,,FALLSTON,MD,21047,,X DURHAM RD,2016
TXWB901091820020053565000,TX,WB901,09182002,0053565,000, , , ,03070S UNIVERSITY  DR, , , , , ,76109, , ,2002
MO09528080520161302647000,MO,09528,08052016,1302647,000,1,1662,,Fenton Business Park,CT,,231,FENTON,MO,63026,,,2016
TN33323040620142140930000,TN,33323,04062014,2140930,000,1,5300,,CLEMONS,RD,,,East Ridge,TN,37412,,,2014
ILCS931042820150267160000,IL,CS931,04282015,0267160,000,1,8520,S,BURNHAM,AVE,,HSE,Chicago,IL,60617,,X12758 BL E 86TH ST X22800,2015
ILCS931060820150366932000,IL,CS931,06082015,0366932,000,1,417,W,ROSCOE,ST,,,Chicago,IL,60657,,X1400 BL W X23400 BL N LAK,2015
TXPY603030620141405826000,TX,PY603,03062014,1405826,000,1,1001,,AKRON,AVE,,,LUBBOCK,TX,79415,,,2014
FL07212111020160055558000,FL,07212,11102016,0055558,000,1,9873,,COVENT GARDEN,DR,,,ORLANDO,FL,32827,,9873 COVENT GARDEN DR,2016
OR00569012920160022709000,OR,00569,01292016,0022709,000,1,66,E,6TH,AVE,,,EUGENE,OR,97401,,,2016
OH15205032220080000042000,OH,15205,03222008,0000042,000,1,13280, ,SR 45, , , ,Lisbon,OH,44432, , ,2008
MD25001112220150157989000,MD,25001,11222015,0157989,000,1,1601,E,BELVEDERE,AVE,,,BALTIMORE,MD,21239,,,2015
MN09107061820130000029000,MN,09107,06182013,0000029,000,1,2828,,County 61,RD,,,Mahtowa,MN,55707,,,2013
NJ13193110320140000006000,NJ,13193,11032014,0000006,000,1,59,,Hilltop,RD,,,Howell,NJ,07731,,,2014
TXDH807122420166288514000,TX,DH807,12242016,6288514,000,2,,S,CORINTH ST RD BERWICK,AVE,,,DALLAS,TX,75203,,BERWICK,2016
MI05810042120130000092000,MI,05810,04212013,0000092,000,1,2821,,YARGERVILLE,RD,,,LASALLE,MI,48145,,,2013
ILCS931052920160356902000,IL,CS931,05292016,0356902,000,1,4558,N,BROADWAY,,,,Chicago,IL,60640,,X11061 BL W WILSON AV X245,2016
ILAA211072820160002412000,IL,AA211,07282016,0002412,000,1,823,S,36th,ST,,102,Quincy,IL,62301,,,2016
SC26309041820030302026000,SC,26309,04182003,0302026,000,2, , ,12TH,AVE,N, ,MYRTLE BEACH,SC,29577, ,LEGION ST.,2003
NV16002111820160012248000,NV,16002,11182016,0012248,000,1,1690,,MERCHANT,ST,,,SPARKS,NV,89431,,1690 MERCHANT ST,2016
LA17005090920150022623000,LA,17005,09092015,0022623,000,1,6001,,ESSEN,LN,,,BATON ROUGE,LA,70809,,,2015
FL19022072420070070711000,FL,19022,07242007,0070711,000, , , ,K6-848, , , , , ,32899, , ,2007
CT04134042020062006032000,CT,04134,04202006,2006032,000,1,402, ,Mountain Hill,RD, , ,N. Grosvenordale,CT,06255, , ,2006
MO09545080520140037457000,MO,09545,08052014,0037457,000,1,314,S,Tucker,BLVD,,,ST LOUIS,MO,63102,,,2014
MI05019122520140012863000,MI,05019,12252014,0012863,000,1,40137,,WALTER,DR,,,STERLING HEIGHTS,MI,48310,,,2014
TXNV401080120080000389000,TX,NV401,08012008,0000389,000,1,825, ,Johns,RD, , ,Boerne,TX,78006, , ,2008
CA19110121520150350600000,CA,19110,12152015,0350600,000,1,9109,,EVANSPORT,,,,ROSEMEAD,CA,00000,0000,btwn LIVIA AV,2015
CA37145111120160009534000,CA,37145,11112016,0009534,000,1,25719,,Willow,LN,,,Escondido,CA,92026,,25719 WILLOW LN,2016
NV03050121420166364516000,NV,03050,12142016,6364516,000,1,2419,,Gateway,AVE,,,Las Vegas,NV,89104,,,2016
NC09203121620160009241000,NC,09203,12162016,0009241,000,1,2813,,BANKS KNOLL,DR,,,CARY,NC,27519,,,2016
TN22611062220050000050000,TN,22611,06222005,0000050,000,1, , ,Stayton,RD, , ,Cumberland Furnace,TN,37051, , ,2005
TN33621122520141410479000,TN,33621,12252014,1410479,000,1,8540,,Hixson Pike,,,,Hixson,TN,37343,,,2014
CT06140042820150002667000,CT,06140,04282015,0002667,000,1,20,,MARINO,DR,,,MILFORD,CT,06460,,,2015
FL32042020220160002504000,FL,32042,02022016,0002504,000,1,1215,,CASTAWAY,BLVD,,,VERO BEACH,FL,32963,,,2016
CA04015072320160011006000,CA,04015,07232016,0011006,000,1,00000100,,SPRUCE,ST,,,GRD,CA,95948,,,2016
TN50233071020150001258000,TN,50233,07102015,0001258,000,1,1806,,Liberty,AVE,,,Lawrenceburg,TN,38464,,RANDALL ST,2015
VA68509091120160001544000,VA,68509,09112016,0001544,000,2,,,Manassas,DR,,,Manassas Park,VA,20111,,Centreville RD,2016
CA10030112920166069454000,CA,10030,11292016,6069454,000,1,1527,,El Dorado,ST,,,Fresno,CA,93706,,,2016
AR23002050720150015202000,AR,23002,05072015,0015202,000,1,135,,I40,,,,MAYFLOWER,AR,72106,,WEST BOUND,2015
NC06508012920161601113000,NC,06508,01292016,1601113,000,2,,S,3RD,ST,,,WILMINGTON,NC,28401,,BURNETT BLV,2016
AR60604100220141421467000,AR,60604,10022014,1421467,000,1,10101,,Mabelvale Plaza,Dr,,3,Little Rock,AR,77201,,,2014
TXSP706020820080003814000,TX,SP706,02082008,0003814,000,1,14333, ,IH 37 SB, , , ,Corpus Christi,TX,78410, , ,2008
PA51001061520141660122000,PA,51001,06152014,1660122,000,6,,,,,,,PHILADELPHIA,PA,19104,,4089 Lancaster Av 3,2014
MI06327050720030001244000,MI,06327,05072003,0001244,000,1,25075, ,Meadowbrook,RD, , ,Novi,MI,48375, , ,2003
DE20012121020160003103000,DE,20012,12102016,0003103,000,1,3003,,Stonebridge,BLVD,,,New Castle,DE,19720,,,2016
OH77001020720161604090000,OH,77001,02072016,1604090,000,1,360,E,WATERLOO,RD,,,Akron,OH,44319,,,2016
FL01032081820166180447000,FL,01032,08182016,6180447,000,1,4606,NW,74TH,AVE,,,MIAMI,FL,33166,,,2016
NY52053060320160000342000,NY,52053,06032016,0000342,000,1,1,,OAKWOOD,DR,,,LLOYD HARBOR,NY,11743,9748,,2016
LA08010021320150001310000,LA,08010,02132015,0001310,000,1,400,,JOHN WESLEY,BLVD,,99,BOSSIER CITY,LA,71112,0000,,2015
NY24001070620160732116000,NY,24001,07062016,0732116,000,1,937,,PARK PL,,,,New York City,NY,11213,,,2016
CA56020021720140004805000,CA,56020,02172014,0004805,000,1,1709,E,COCHRAN,St,,,Simi Valley,CA,93065,,MEADOWOOD1709470101709,2014
MD15555050720140051723000,MD,15555,05072014,0051723,000,1,1500,E,RANDOLPH,RD,,,SILVER SPRING,MD,20904,,,2014
NH73430091120150000466000,NH,73430,09112015,0000466,000,1,11,,Hickory Pond,LN,,,STRATHAM,NH,03885,,,2015
WV2010609022013013-113000,WV,20106,09022013,013-113,000,1,117,,1st,AVE,,,Glasgow,WV,25086,,,2013
MA23239081520020003075000,MA,23239,08152002,0003075,000,1,34, ,SHARPS DRIVE,DR, , ,Plymouth,MA,02360, ,48,2002
TXSP706031020120007809000,TX,SP706,03102012,0007809,000,1,,,HWY 286 SB,,,,CORPUS CHRISTI,TX,78401,,,2012
CA21055051520160002082000,CA,21055,05152016,0002082,000,1,809,,DIABLO,AVE,,,Novato,CA,94947,,,2016
ILLA401111620140009444000,IL,LA401,11162014,0009444,000,1,2435,,DUGDALE,RD,,205,WAUKEGAN,IL,60085,,,2014
TN82472050520150003096000,TN,82472,05052015,0003096,000,1,300,,CLINCHFIELD,ST,,,KINGSPORT,TN,37660,,,2015
MA27304061720030000666000,MA,27304,06172003,0000666,000,1,15, ,GRANITE,ST, , ,UXBRIDGE,MA,01569, , ,2003
LA08005012920162000128000,LA,08005,01292016,2000128,000,1,5255,,John Wilson,DR,,,Bossier City,LA,71111,,,2016
CO12345080520150000534000,CO,12345,08052015,0000534,000,1,15,S,ASH,ST,,110,Keenesburg,CO,80643,,,2015
LA26045060420160011889000,LA,26045,06042016,0011889,000,1,4600,,10TH,ST,,,MARRERO,LA,70072,,,2016
ILBD242072720140001099000,IL,BD242,07272014,0001099,000,1,2120,N,MAIN,ST,,,Princeton,IL,61356,,,2014
VA71000010320140042882000,VA,71000,01032014,0042882,000,1,810,,UNION,ST,,,Norfolk,VA,23510,,,2014
WA03M02042120140002504000,WA,03M02,04212014,0002504,000,1,3500,S,VANCOUVER,ST,,,Kennewick,WA,99337,,,2014
OH25009102720166156998000,OH,25009,10272016,6156998,000,1,2050,,KENNY,RD,,,COLUMBUS,OH,43221,,,2016
FL04022072220166111647000,FL,04022,07222016,6111647,000,1,1369,,MARY L,RD,,,CLEARWATER,FL,33755,,,2016
WA27M16112920153330054000,WA,27M16,11292015,3330054,000,1,211,N,J,ST,,,Tacoma,WA,98403,,,2015
NY28008022520140004858000,NY,28008,02252014,0004858,000,2,,,FRANKLIN ST,,,,ROCHESTER,NY,14604,,PLEASANT ST,2014
GA04405010120060000047000,GA,04405,01012006,0000047,000,1,1865, ,ALDERBROOK,RD, , ,Atlanta,GA,30329, , ,2006
FL06301062720030048109000,FL,06301,06272003,0048109,000, , , ,7824 MANSFIELD HOLLOW, , , , , ,33446, , ,2003
FL06301090620150089691000,FL,06301,09062015,0089691,000,1,7667,,VICTORY,LN,,,PALM BEACH COUNTY,FL,33446,,,2015
NY30017110120160001238000,NY,30017,11012016,0001238,000,1,648,,FORTE,BLVD,,,FRANKLIN SQUARE,NY,11010,3304,,2016
NY24001080520150866723000,NY,24001,08052015,0866723,000,1,,,191 ST,,,,New York City,NY,11412,,,2015
FL06202060520166001087000,FL,06202,06052016,6001087,000,1,3360,,OCEAN,BLVD,,,Palm Beach,FL,33480,,,2016
MI08207062320100012506000,MI,08207,06232010,0012506,000,1,1617, ,LAWNDALE,ST, , ,Detroit,MI,48209, , ,2010
TXDH807010720166005223000,TX,DH807,01072016,6005223,000,1,8215,,WESTCHESTER,DR,,,DALLAS,TX,75225,,SHERRY LNLUTHER LN,2016
WI67060091820160004976000,WI,67060,09182016,0004976,000,1,405,N,EAST,AVE,,6,Waukesha,WI,53186,,,2016
CO11750071020160001593000,CO,11750,07102016,0001593,000,1,20,,KERRIGAN,CT,,A,BRECKENRIDGE,CO,80424,,,2016
CA19105010620070000292000,CA,19105,01062007,0000292,000,2, , ,2124 N HILLHURST AV X W AVOCAD, , , ,LOS ANGELES,CA,90027, ,2124 N HILLHURST AV X W AVOCAD,2007
PA54265040420150006018000,PA,54265,04042015,0006018,000,1,5,N,Lehigh,ST,,,Tamaqua,PA,18252,,,2015
MA13281082820020008940000,MA,13281,08282002,0008940,000,1,2155, ,MAIN,ST, , ,SPRINGFIELD,MA,01107, , ,2002
AZ03033121020160013636000,AZ,03033,12102016,0013636,000,1,2560,E,LUCKY,,,,FLAGSTAFF,AZ,86001,,,2016
KSLV101112920140002115000,KS,LV101,11292014,0002115,000,3,1339,,STONELEIGH,CT,,E,Leavenworth,KS,66048,,,2014
ILSB111051520160005999000,IL,SB111,05152016,0005999,000,2,,,ALBANY,ST,,,SPRINGFIELD,IL,62702,,ALBANY ST BLACK AVE,2016
ILDD312061620160002981000,IL,DD312,06162016,0002981,000,1,1311,S,FINLEY,RD,,UNIT 117,Lombard,IL,60148,,,2016
FL45081100220140140439000,FL,45081,10022014,0140439,000,1,,,7485 se sr 100,,,,STARKE,FL,32091,,,2014
PA04022032420160001287000,PA,04022,03242016,0001287,000,1,136,,Park,RD,,,Big Beaver,PA,15010,,,2016
FL07252052120160051762000,FL,07252,05212016,0051762,000,1,1044,,CAMPANELLA,AVE,,,Orlando,FL,32811,,,2016
NH72730091520150002042000,NH,72730,09152015,0002042,000,1,25,,WENTWORTH,RD,,,NEW CASTLE,NH,03854,,,2015
ILCS931112620150806828000,IL,CS931,11262015,0806828,000,1,5551,W,QUINCY,ST,,,Chicago,IL,60644,,X1211 BL S CENTRAL AV X223,2015
MA09119032320050000128000,MA,09119,03232005,0000128,000,1,72, ,GARDNER,ST, , ,Hamilton,MA,01982, , ,2005
FL61091042220160005107000,FL,61091,04222016,0005107,000,1,9,,RAMBLE,WAY,,,PALM COAST,FL,32164,,,2016
OH24013092720030000522000,OH,24013,09272003,0000522,000,1,2200 BLK, ,YEOMAN,RD,NW, ,WASHINGTON C.H.,OH,43160, , ,2003
NC02607072820166025142000,NC,02607,07282016,6025142,000,1,520,S,REILLY,RD,,101,FAYETTEVILLE,NC,28314,,,2016
VA80000032620150002478000,VA,80000,03262015,0002478,000,1,2000,,BENNETTS CREEK PARK,RD,,,SUFFOLK,VA,23435,,,2015
ILWG274061620140001077000,IL,WG274,06162014,0001077,000,1,11851,,195TH,,W,,MOKENA,IL,60448,,,2014
TXKA542083120080008470000,TX,KA542,08312008,0008470,000,1,9619, ,PARK HEATH, , , ,Houston,TX,77066, , ,2008
CA48060090420150051990000,CA,48060,09042015,0051990,000,1,300,,BEL AIR,DR,,,VACAVILLE,CA,95687,,,2015
OK51006101220020020747000,OK,51006,10122002,0020747,000, , , ,24TH & PK BLVD, , , , , ,74401, , ,2002
ILCN362112320160047084000,IL,CN362,11232016,0047084,000,1,111,,PLUM TREE,RD,,,DEERFIELD,IL,60015,,,2016
NJ20004062520030003843000,NJ,20004,06252003,0003843,000,2, , ,FIRST STREET, , , ,ELIZABETH,NJ,07206, ,INSLEE PLACE,2003
CT08060102020160001552000,CT,08060,10202016,0001552,000,1,744,,MIDDLETOWN,RD,,,COLCHESTER,CT,06415,,,2016
NY34028122220143200663000,NY,34028,12222014,3200663,000,1,8210,,VERBECK,DR,,,MANLIUS,NY,13104,,,2014
TXWC701033020160003741000,TX,WC701,03302016,0003741,000,1,400,,OAK,ST,,,ABILENE,TX,79602,,,2016
MI08207013120100001768000,MI,08207,01312010,0001768,000,2, ,E,GRAND,ST, ,AUBIN,Detroit,MI,48213, ,GRAND,2010
DE40081071720100015377000,DE,40081,07172010,0015377,000,1,18296, ,COUNTY SEAT,HWY, , ,Laurel,DE,19956, , ,2010
DC11001051520150074872000,DC,11001,05152015,0074872,000,1,1708,,GALES,ST,NE,,WASHINGTON,DC,20002,,,2015
MA13191011520120000038000,MA,13191,01152012,0000038,000,1,89,,Peterson,RD,,,palmer,MA,01069,,,2012
ILCN251092020160005836000,IL,CN251,09202016,0005836,000,1,909,,HIGHLAND,LN,,,GLENVIEW,IL,60025,,,2016
FL02072080920160086282000,FL,02072,08092016,0086282,000,1,4722,,FULTON,,,,JAX 2908 SCX,FL,32225,,,2016
LA36001110220140029245000,LA,36001,11022014,0029245,000,1,250,S,BROAD,ST,,,NEW ORLEANS,LA,70119,,250 S BROAD ST,2014
CA15005121620161634953000,CA,15005,12162016,1634953,000,1,3300,,TRUXTUN,,,,BAKERSFIELD,OO,93301,,,2016
NY24001092020130749819000,NY,24001,09202013,0749819,000,1,1630,,E 174 ST,,,E,New York City,NY,10472,,,2013
VA19303022020140000104000,VA,19303,02202014,0000104,000,1,7378,,KINGS,HWY,,,COLONIAL BEACH,VA,22443,,,2014
NC06718072420160001775000,NC,06718,07242016,0001775,000,2,,,Wilmington,HWY,,,Holly Ridge,NC,28445,,Pendant Ln,2016
GA04503062720141406039000,GA,04503,06272014,1406039,000,1,,,Page,ST,,,Eastman,GA,31023,,,2014
MO05301062620130000986000,MO,05301,06262013,0000986,000,1,18296,,Gateway,,,,Lebanon,MO,65536,,,2013
NC05113022120100002712000,NC,05113,02212010,0002712,000,1,6127, ,US 301,HWY,S, ,Four Oaks,NC,27524, , ,2010
OH25009010720144003097000,OH,25009,01072014,4003097,000,1,698,,WEDGEWOOD,DR,,,COLUMBUS,OH,43228,,,2014
TXKA561121220100052929000,TX,KA561,12122010,0052929,000,1,16855, ,North,FWY, , ,houston,TX,77090, , ,2010
SC10302032120160017409000,SC,10302,03212016,0017409,000,1,2109,,TRESCOTT,ST,,,CHARLESTON,SC,29405,,,2016
GA03101102020150030589000,GA,03101,10202015,0030589,000,1,2665,,BRENSTON,DR,,,ELLENWOOD,GA,30294,,,2015
CA13025041220160001343000,CA,13025,04122016,0001343,000,6,,,Interstate 8,,,,Winterhaven,CA,92283,,West Bound I8 Ogilby,2016
OH40116032920150000011000,OH,40116,03292015,0000011,000,1,1184,,Meacham rd,,,,Ray,OH,45672,,,2015
NJ16070022020150150546000,NJ,16070,02202015,0150546,000,1,44,,MONROE,ST,,,Passaic,NJ,07055,,,2015
MI06329102920050001315000,MI,06329,10292005,0001315,000,1,470,N,WASHINGTON, , , ,LAKE ORION,MI,48362, , ,2005
AZ08183060720030028548000,AZ,08183,06072003,0028548,000, , , ,01552 CAPRI, , , , , , , , ,2003
TXST507081220160003218000,TX,ST507,08122016,0003218,000,1,900,N,archie,,,,Vidor,TX,77662,,,2016
NC09206030920150000290000,NC,09206,03092015,0000290,000,1,4301,,Graham Newton,RD,,,Apex,NC,27539,,,2015
WA39M11050620160127020000,WA,39M11,05062016,0127020,000,1,505,N,40TH,AVE,,,YAKIMA,WA,98902,,MCKINLEY AVE ENGLEWOOD AVE,2016
MO09507072520163304063000,MO,09507,07252016,3304063,000,1,528,,AUTUMN BLUFF,DR,,,ELLISVILLE,MO,63021,,,2016
ILDD152060820150002558000,IL,DD152,06082015,0002558,000,1,1241,,DROVE,AV,,,Downers Grove,IL,60515,,,2015
OH83007031320160000186000,OH,83007,03132016,0000186,000,1,1759,N,University,BLVD,,,Middletown,OH,45042,,,2016
FL10151090720020006848000,FL,10151,09072002,0006848,000,2,3671,NW,114TH,LA, , ,CORAL SPRINGS,FL,33065, ,NW 37TH ST,2002
VA08700102120030027102000,VA,08700,10212003,0027102,000,1,3370, ,PUMP RD, , , ,RICHMOND,VA,23233, , ,2003
AZ08465050720150155757000,AZ,08465,05072015,0155757,000,2,,E,OSBORN,RD,,,SCOTTSDALE,AZ,85251,,SCOTTSDALE,2015
WA17M02102920160015638000,WA,17M02,10292016,0015638,000,1,15241,NE,20th,ST,,112,BELLEVUE,WA,98008,,15241 Ne 20th St,2016
WA32D02042120160022109000,WA,32D02,04212016,0022109,000,1,210,E,Main,AVE,,,Fairfield,WA,99012,,,2016
MEC5300102920120001322000,ME,C5300,10292012,0001322,000,2,1,,WOODLAND,DR,,,Yarmouth,ME,04096,,BAYVIEW,2012
TXKA514100520160019536000,TX,KA514,10052016,0019536,000,1,21023,,White Oak Ridge,DR,,,HOUSTON,TX,77095,,,2016
AL00102020420140005517000,AL,00102,02042014,0005517,000,1,1153,,14TH,AVE,,,BIRMINGHAM,AL,35209,,,2014
FL14162060520150032537000,FL,14162,06052015,0032537,000,1,1417,N,MAGNOLIA,AVE,,,OCALA,FL,34475,,,2015
NM07007062620160000299000,NM,07007,06262016,0000299,000,1,,,11 North Angel FIre Road,,,,ANGEL FIRE,NM,87710,,,2016
NE17007061820140000577000,NE,17007,06182014,0000577,000,1,921,E,Nobes,RD,,,York,NE,68467,,,2014
OH02015082720030001394000,OH,02015,08272003,0001394,000,6, , , , , , ,Lima,OH,45804, ,300 BLOCK OF SOUTH HARRISON,2003
FL04112013020020011940000,FL,04112,01302002,0011940,000, , , ,4705 1 ST NE, , , , , ,33703, , ,2002
PA35151092220140000154000,PA,35151,09222014,0000154,000,1,1,,Terminal,RD,,,Avoca,PA,18640,,,2014
FL01042051120090931678000,FL,01042,05112009,0931678,000,1,1231,NW,61,ST, ,19,Miami,FL,33142, , ,2009
VA80000072620160006837000,VA,80000,07262016,0006837,000,1,402,,WILSON,CT,,,SUFFOLK,VA,23434,,,2016
NC04450011220160000086000,NC,04450,01122016,0000086,000,1,2016,,LAKE LOGAN RD,,,,Canton,NC,28716,,,2016
CA01075010920140002104000,CA,01075,01092014,0002104,000,1,2607,,TRUMAN,AVE,,,OAKLAND,CA,94605,,2607 TRUMAN AV,2014
WA17M14071320141407596000,WA,17M14,07132014,1407596,000,1,480,,HOUSER,WAY,,,RENTON,WA,98058,,480 HOUSER WAY N REN,2014
FL28042042120150019880000,FL,28042,04212015,0019880,000,1,9912,,LITTLE,RD,,,NEW PORT RICHEY,FL,34668,,,2015
TXDR306052320160000473000,TX,DR306,05232016,0000473,000,1,1601,,Village Parkway1000,PKY,,160,HIGHLAND VILLAGE,TX,75077,,,2016
NV05001091620140001713000,NV,05001,09162014,0001713,000,1,1993,,ERRECART,BLVD,,,ELKO,NV,89801,,,2014
ILCS931091920140624348000,IL,CS931,09192014,0624348,000,1,1100,S,CANAL,ST,,109,Chicago,IL,60607,,X1443 BL W ROOSEVELT RD X2,2014
NJ02510021520110000238000,NJ,02510,02152011,0000238,000,2, , ,OAK,ST, , ,RIDGEWOOD,NJ,07450, ,E GLEN AVE,2011
NY24001082420160950346000,NY,24001,08242016,0950346,000,1,446,,KINGSTON AVE,,,,New York City,NY,11203,,,2016
CT03100082520140001082000,CT,03100,08252014,0001082,000,1,763,,Tolland Stage Road,,,3,Tolland,CT,06084,,,2014
WI30040051620029000435000,WI,30040,05162002,9000435,000,2, , ,75th (STH 50),ST, , ,Kenosha,WI,53142, ,51st AVE,2002
SC40104082120160024647000,SC,40104,08212016,0024647,000,1,2100,,Waverly,ST,,,COLUMBIA,SC,29204,,,2016
MI04611080220160001490000,MI,04611,08022016,0001490,000,1,285,,Stieff,ST,,,ADRIAN,MI,49221,,,2016
CA21015051120100000526000,CA,21015,05112010,0000526,000,1,175, ,Madrone,AVE, , ,Larkspur,CA,94939, , ,2010
TXBV701112820150007983000,TX,BV701,11282015,0007983,000,1,2971,,DUCK POND,DR,,,BROWNSVILLE,TX,78526,,,2015
NJ13250041420050000492000,NJ,13250,04142005,0000492,000,1, , ,Jackson Woods Parking Lot, , , ,Long Branch,NJ,07740, , ,2005
TXVD502081220152015144000,TX,VD502,08122015,2015144,000,1,1737,,Kenny Lane,,,,Ingleside,TX,78362,,,2015
MO09531091520164007303000,MO,09531,09152016,4007303,000,1,2050,,Trotter,WAY,,,FLORISSANT,MO,63033,,,2016
NY60051011420020010285000,NY,60051,01142002,0010285,000, , , ,92 WILDER ST, , , , , ,10591, , ,2002
FL10172120720020218652000,FL,10172,12072002,0218652,000,1,1442,SE,3RD,ST, , ,PB,FL,33062, , ,2002
CT02090032420030002133000,CT,02090,03242003,0002133,000, , , ,79 PROSPECT ST, , , , , ,06108, , ,2003
FL19182051120160033882000,FL,19182,05112016,0033882,000,1,1303,,Alcazar,,,,PALM BAY,FL,32909,,,2016
ILPA111092320030008968000,IL,PA111,09232003,0008968,000, , , ,03721N ASHTON, , , , , ,61614, , ,2003
TXWB901112120153250003000,TX,WB901,11212015,3250003,000,2,,,HENDERSON,ST,,,Fort Worth,TX,76102,,W 7TH ST,2015
SC15501123120160008581000,SC,15501,12312016,0008581,000,2,,,Charleston,HWY,,,Round O,SC,29474,,Jacksonboro RD,2016
AZ08183090920140060147000,AZ,08183,09092014,0060147,000,1,2065,N,VISTA DEL SOL,,,,Mesa,AZ,85201,,,2014
WA17M08041020151506111000,WA,17M08,04102015,1506111,000,1,12418,SE,272ND,PL,,A,KENT,WA,98031,,12418 SE 272ND PLA,2015
OH43001012720140000193000,OH,43001,01272014,0000193,000,1,33182,,Lakeshore,BLVD,,,Eastlake,OH,44095,,,2014
OH22115053020020000153000,OH,22115,05302002,0000153,000,1,606, ,PARKLAND,DR, , ,Sandusky,OH,44870, , ,2002
LA36001050220140011549000,LA,36001,05022014,0011549,000,1,7033,,FRERET,ST,,,NEW ORLEANS,LA,70118,,7033 FRERET ST,2014
GA14601022420070028107000,GA,14601,02242007,0028107,000,1,97, ,Kevin,LN, , ,Rock Spring,GA,30739, , ,2007
NJ16154031020150000129000,NJ,16154,03102015,0000129,000,1,1865,,Rt 23 South,HWY,,,West Milford,NJ,07480,,,2015
WA18D07032520140007654000,WA,18D07,03252014,0007654,000,1,3948,,MENZIES,RD,SE,,Port Orchard,WA,98366,,,2014
TXTW404042520160000051000,TX,TW404,04252016,0000051,000,1,,,BARZIZA,ST,,,Franklin,TX,77856,,,2016
OH56203120720060000070000,OH,56203,12072006,0000070,000,1, , ,twnp rd. 80, , , ,OZARK,OH,43747, , ,2006
KY24115053120141000896000,KY,24115,05312014,1000896,000,7,,,,,,,Hopkinsville,KY,42240,,121 Bradshaw St,2014
CT02090090920160007209000,CT,02090,09092016,0007209,000,1,1006,,SILVER,LN,,,EAST HARTFORD,CT,06108,,,2016
AL01401102620160001849000,AL,01401,10262016,0001849,000,1,1415,S,7th,ST,,,Clanton,AL,35045,,,2016
ID45334062220160000097000,ID,45334,06222016,0000097,000,6,,,,,,,Emmett,ID,83617,,Freeze out hill,2016
MS37006010820100010011000,MS,37006,01082010,0010011,000,1,24, ,Kinard Burge,RD, , ,Purvis,MS,39475, , ,2010
NY45036060620020206124000,NY,45036,06062002,0206124,000,3,6604, ,SH 56, , , ,POTSDAM,NY,13676, , ,2002
OH44131072220160000013000,OH,44131,07222016,0000013,000,1,26,,County Road 48,,,,Pedro,OH,45659,,,2016
